time_s,lat_deg,lon_deg,alt_m
17.633646909,47.3979608,8.5461596,47.865229214176814
17.649490189,47.3979616,8.5461611,47.92922749727268
17.653750241,47.3979608,8.5461597,47.86622907462494
17.675194035,47.3979608,8.5461597,47.86622907462494
17.694932803,47.3979608,8.5461597,47.86722907462494
17.713889311,47.3979608,8.5461597,47.86822907462494
17.7341153,47.3979608,8.5461597,47.86922907462494
17.754842988,47.3979608,8.5461597,47.86922907462494
17.774396462,47.3979608,8.5461597,47.87022907462494
17.781503163,47.3979633,8.5461603,47.418229413521026
17.7953972,47.3979608,8.5461597,47.87022907462494
17.813966518,47.3979609,8.5461597,47.87122912167154
17.83405465,47.3979609,8.5461597,47.870229121671535
17.854377398,47.3979609,8.5461598,47.870228982119635
17.873643139,47.3979609,8.5461598,47.86922898211964
17.894942513,47.397961,8.5461598,47.867229029166346
17.906568167,47.39796,8.5461629,47.6762242326018
17.913971376,47.397961,8.5461599,47.86622888961442
17.933883136,47.3979611,8.5461599,47.863228936661244
17.954059128,47.3979611,8.54616,47.860228797109286
17.975643171,47.3979612,8.5461601,47.855228704604265
17.9949444,47.3979612,8.54616,47.85722884415625
18.014099004,47.3979614,8.54616,47.8602289382507
18.029896779,47.3979615,8.5461657,48.19422103082565
18.034040711,47.3979614,8.5461599,47.86722907780274
18.054004951,47.3979615,8.5461598,47.88322926440226
18.074674069,47.3979615,8.5461597,47.8922294039543
18.09479946,47.3979616,8.5461596,47.90322959055403
18.11317024,47.3979617,8.5461595,47.90722977715397
18.13360629,47.3979618,8.5461594,47.911229963754096
18.154112428,47.3979618,8.5461593,47.911230103306224
18.15439786,47.3979649,8.5461627,47.4432268170748
18.174886294,47.3979619,8.5461592,47.910230289906536
18.194417623,47.3979619,8.5461592,47.90923028990654
18.214011357,47.3979621,8.5461591,47.90223052355567
18.234695532,47.3979621,8.5461591,47.90323052355567
18.253880327,47.3979623,8.5461591,47.9022306176533
18.274376136,47.3979623,8.5461591,47.9022306176533
18.28166699,47.3979643,8.5461613,46.96322848850364
18.294247208,47.3979625,8.5461591,47.900230711751554
18.313916532,47.3979625,8.5461592,47.89823057219928
18.333779882,47.3979627,8.5461592,47.895230666298076
18.354140945,47.3979627,8.5461593,47.89223052674578
18.374643774,47.3979629,8.5461594,47.886230481292756
18.395769928,47.3979629,8.5461595,47.8852303417404
18.401846827,47.3979644,8.5461604,46.7112297915301
18.41372084,47.397963,8.5461597,47.8982301096855
18.433880561,47.397963,8.5461598,47.90622997013309
18.454407958,47.397963,8.5461601,47.91222955147588
18.474840958,47.3979631,8.5461603,47.91322931942089
18.494052988,47.3979631,8.5461605,47.91322904031601
18.515220068,47.3979632,8.5461607,47.91122880826103
