time_s,x_m,y_m,z_m
0.993360002,0.1992463320493698,0.40026161074638367,2.0686521530151367
1.026291655,0.19944848120212555,0.39986905455589294,2.0691611766815186
1.06181473,0.19973497092723846,0.39966073632240295,2.0701913833618164
1.0938723,0.20197102427482605,0.3979215621948242,2.0732643604278564
1.125859514,0.2040664255619049,0.3965015411376953,2.076341152191162
1.161925969,0.20603275299072266,0.39529645442962646,2.079462766647339
1.193605274,0.2078867405653,0.3942855894565582,2.082568883895874
1.226233252,0.2093770056962967,0.3930623233318329,2.0862021446228027
1.261805887,0.21114103496074677,0.3918638825416565,2.0906546115875244
1.293741671,0.21247711777687073,0.39117762446403503,2.0941455364227295
1.325876617,0.21356938779354095,0.3905358612537384,2.097869873046875
1.361433922,0.21410727500915527,0.3895871341228485,2.1023898124694824
1.393522952,0.2146555781364441,0.3889005184173584,2.1067216396331787
1.425911989,0.21521081030368805,0.38839957118034363,2.1109352111816406
1.461695084,0.21585574746131897,0.38679665327072144,2.116575002670288
1.49358558,0.21632196009159088,0.385127454996109,2.121180295944214
1.526523757,0.21678821742534637,0.3837504982948303,2.125612497329712
1.561829865,0.21727557480335236,0.38261881470680237,2.1299476623535156
1.593633843,0.21896569430828094,0.3812536597251892,2.13277530670166
1.625755959,0.2209538072347641,0.37999778985977173,2.135223865509033
1.661816286,0.2232784777879715,0.3787952661514282,2.138382911682129
1.693626448,0.22461055219173431,0.3782242238521576,2.1397652626037598
1.72679045,0.2247091829776764,0.3782491087913513,2.1378917694091797
1.76166374,0.22487697005271912,0.3784194886684418,2.136542558670044
1.793730505,0.22513359785079956,0.37873584032058716,2.1356003284454346
1.826278591,0.22509634494781494,0.37916111946105957,2.1349692344665527
1.861926414,0.2237955778837204,0.3797402083873749,2.1343533992767334
1.893699195,0.22291603684425354,0.3803144693374634,2.1342315673828125
1.926117124,0.22217455506324768,0.38101235032081604,2.1344008445739746
1.961828317,0.22113364934921265,0.3810649514198303,2.133659601211548
1.993763346,0.2198350429534912,0.38051626086235046,2.132098913192749
2.026480237,0.21871288120746613,0.38011205196380615,2.1309947967529297
2.061719089,0.2174958735704422,0.3798438012599945,2.130178213119507
2.093921484,0.21494872868061066,0.3783780336380005,2.125561237335205
2.125800112,0.2126535177230835,0.3771878480911255,2.121699333190918
2.161838035,0.2106085568666458,0.37626373767852783,2.118542194366455
2.193879623,0.20875568687915802,0.3755597472190857,2.1159751415252686
2.226331557,0.20562224090099335,0.37695449590682983,2.109947443008423
2.261464363,0.2021324634552002,0.37873637676239014,2.1036503314971924
2.29354839,0.19960184395313263,0.38027140498161316,2.099490165710449
2.325172443,0.19736561179161072,0.38127365708351135,2.0958569049835205
2.361541026,0.19550150632858276,0.38069620728492737,2.092404365539551
2.393887156,0.19383007287979126,0.38030222058296204,2.089554786682129
2.426588367,0.19233550131320953,0.38001060485839844,2.087268114089966
2.460967655,0.19066451489925385,0.3800981044769287,2.082631826400757
2.493852488,0.18944717943668365,0.3804575502872467,2.078395366668701
2.526475494,0.18834824860095978,0.38091033697128296,2.074859142303467
2.562286317,0.1874058097600937,0.3813632130622864,2.0719645023345947
2.593518548,0.18674547970294952,0.38050609827041626,2.0687849521636963
2.626437409,0.18620382249355316,0.379407674074173,2.06593918800354
2.662908013,0.18559789657592773,0.3782669007778168,2.06317400932312
2.693736241,0.18436604738235474,0.3776644170284271,2.061361312866211
2.726672217,0.18092183768749237,0.37743207812309265,2.059544563293457
2.761548005,0.17777687311172485,0.3773781359195709,2.058204174041748
2.793811327,0.17488843202590942,0.377555787563324,2.0572729110717773
2.826825239,0.17195935547351837,0.3776213228702545,2.056201219558716
2.861743954,0.16761237382888794,0.3770732283592224,2.053555727005005
2.89388658,0.16441531479358673,0.3768472969532013,2.051973342895508
2.926167787,0.161483034491539,0.37681320309638977,2.050812244415283
2.961599199,0.1582920253276825,0.37735244631767273,2.0511138439178467
2.993850923,0.1548110991716385,0.37833371758461,2.0526649951934814
3.026236032,0.15155623853206635,0.37938037514686584,2.0543477535247803
3.061858895,0.14778335392475128,0.3807123601436615,2.05661678314209
3.093561906,0.14699013531208038,0.3808700442314148,2.052687406539917
3.126161482,0.14617139101028442,0.3811710476875305,2.0494320392608643
3.161929305,0.14533855020999908,0.3816016912460327,2.046780586242676
3.193490376,0.1445012092590332,0.3821435272693634,2.044658899307251
3.227627149,0.14376884698867798,0.37990954518318176,2.0400657653808594
3.261594255,0.14288178086280823,0.3775499165058136,2.035323143005371
3.293755536,0.14218540489673615,0.3759833574295044,2.032240152359009
3.326022451,0.1420108824968338,0.37470605969429016,2.0291736125946045
3.361604176,0.1433461457490921,0.3736323416233063,2.025117874145508
3.394710124,0.144539937376976,0.3727776110172272,2.0217387676239014
3.426169197,0.14563222229480743,0.372112512588501,2.0189638137817383
3.461727935,0.14677666127681732,0.3711819648742676,2.013859748840332
3.493746708,0.14754313230514526,0.37049663066864014,2.009324312210083
3.526296331,0.14819751679897308,0.3699951767921448,2.005507469177246
3.56184975,0.14870993793010712,0.36964869499206543,2.002322196960449
3.593777154,0.14882464706897736,0.36891210079193115,1.9980497360229492
3.626367386,0.14877532422542572,0.3682304918766022,1.993919849395752
3.661581988,0.1486503928899765,0.36762189865112305,1.9896721839904785
3.693380727,0.14821243286132812,0.36739638447761536,1.987540602684021
3.726477765,0.1468251496553421,0.36753374338150024,1.9875948429107666
3.762240531,0.1454845368862152,0.3677087128162384,1.987877368927002
3.79364682,0.14418700337409973,0.36796852946281433,1.9883770942687988
3.826403398,0.1427163928747177,0.3688330352306366,1.9883170127868652
3.861676926,0.14016877114772797,0.3715302050113678,1.985941767692566
3.893749997,0.13822370767593384,0.3736432194709778,1.9845328330993652
3.926063325,0.13636156916618347,0.37570425868034363,1.9835125207901
3.962051713,0.13540787994861603,0.3769911229610443,1.9829235076904297
3.993586207,0.1352577954530716,0.37764379382133484,1.9827344417572021
4.026056613,0.13499583303928375,0.37836235761642456,1.9828100204467773
4.061731475,0.1345290243625641,0.37934044003486633,1.9832425117492676
4.093622742,0.1356969177722931,0.38001343607902527,1.981484055519104
4.126473209,0.13670100271701813,0.380710244178772,1.980159044265747
4.161531609,0.13756626844406128,0.3814549744129181,1.9792108535766602
4.193809895,0.13831563293933868,0.38225093483924866,1.9786158800125122
4.225667457,0.14123526215553284,0.38232409954071045,1.9773153066635132
4.261669549,0.14447401463985443,0.3826136589050293,1.9761936664581299
4.293959531,0.14676564931869507,0.3829495906829834,1.9756557941436768
4.329482136,0.14935944974422455,0.3836056590080261,1.975581407546997
4.362793569,0.15324795246124268,0.38509872555732727,1.9762448072433472
4.396577239,0.1567629873752594,0.38667234778404236,1.9770792722702026
4.425981206,0.15994589030742645,0.38823869824409485,1.9780607223510742
4.461693847,0.1628790646791458,0.3893722891807556,1.9782932996749878
4.49362977,0.1646430790424347,0.3899421691894531,1.9781326055526733
4.526144534,0.16622696816921234,0.39058583974838257,1.97823166847229
4.561728584,0.1676367074251175,0.3913062512874603,1.978556513786316
4.593661109,0.169427290558815,0.39098605513572693,1.9792490005493164
4.626397335,0.17119409143924713,0.3904556632041931,1.9801406860351562
4.66161292,0.17317350208759308,0.3899499177932739,1.9814367294311523
4.693787504,0.17441579699516296,0.38942286372184753,1.9824483394622803
4.726388279,0.17505234479904175,0.3883129954338074,1.983150839805603
4.761263242,0.17558488249778748,0.38736963272094727,1.9840093851089478
4.793356463,0.17600196599960327,0.38657453656196594,1.9850151538848877
4.825872125,0.17641261219978333,0.38550856709480286,1.9859001636505127
4.861786828,0.17709268629550934,0.38315549492836,1.9863218069076538
4.8935017,0.17751751840114594,0.38164976239204407,1.9868695735931396
4.926429871,0.17781850695610046,0.38040363788604736,1.9875822067260742
4.96152907,0.17730091512203217,0.3805049657821655,1.9881610870361328
4.993627666,0.1761041134595871,0.38176411390304565,1.988632082939148
5.02579333,0.17491424083709717,0.38298866152763367,1.9892594814300537
5.06135731,0.17343463003635406,0.3845481872558594,1.9902411699295044
5.093651071,0.17278392612934113,0.38567644357681274,1.9909257888793945
5.126140969,0.17208166420459747,0.38684386014938354,1.9917423725128174
5.162144032,0.1713380068540573,0.3880150020122528,1.992676854133606
5.193916957,0.17055194079875946,0.3892187774181366,1.9937198162078857
5.226710491,0.1673380732536316,0.38830670714378357,1.9945539236068726
5.261571942,0.1635454297065735,0.38740870356559753,1.995775580406189
5.294008999,0.1606682389974594,0.3868905305862427,1.996878981590271
5.326614397,0.1582496464252472,0.3865281641483307,1.9969847202301025
5.361184421,0.156879261136055,0.38636916875839233,1.994155764579773
5.393783004,0.15549135208129883,0.3864095211029053,1.991824984550476
5.42634884,0.1540897637605667,0.3866147994995117,1.9899286031723022
5.461643812,0.1521410495042801,0.3864249885082245,1.9878515005111694
5.493938047,0.1505219042301178,0.38612568378448486,1.98647940158844
5.526316359,0.1489410400390625,0.3860050439834595,1.9854532480239868
5.561779508,0.14736934006214142,0.38600483536720276,1.9847296476364136
5.593640864,0.14504599571228027,0.3853996992111206,1.985418438911438
5.625967564,0.14257201552391052,0.38471531867980957,1.9865962266921997
5.661702792,0.13959722220897675,0.38403910398483276,1.9881916046142578
5.693812179,0.1375429779291153,0.3838284909725189,1.9897520542144775
5.726520861,0.13617706298828125,0.38424625992774963,1.9919121265411377
5.76149218,0.13478654623031616,0.3846988379955292,1.9940598011016846
5.79376734,0.13340893387794495,0.38536715507507324,1.9961910247802734
5.826195286,0.1322011947631836,0.3857973515987396,1.998120903968811
5.861516511,0.13133032619953156,0.38552042841911316,1.9998829364776611
5.894197799,0.1305435746908188,0.3854001462459564,2.00136399269104
5.926227272,0.12971439957618713,0.38532325625419617,2.0028998851776123
5.96181014,0.1293800175189972,0.38508954644203186,2.0049426555633545
5.993605798,0.12946534156799316,0.3847004175186157,2.007411003112793
6.02614178,0.1294187605381012,0.38440874218940735,2.0098400115966797
6.061673165,0.12921951711177826,0.384194940328598,2.012822151184082
6.093852166,0.13070936501026154,0.38542047142982483,2.015878200531006
6.126640521,0.1319877654314041,0.38655704259872437,2.01882004737854
6.161689817,0.13306640088558197,0.3876384198665619,2.0216691493988037
6.193893007,0.13396310806274414,0.3886852562427521,2.024416446685791
6.22588233,0.134640172123909,0.38810208439826965,2.0233426094055176
6.261941399,0.13524970412254333,0.3875274360179901,2.022406578063965
6.293307607,0.13556542992591858,0.38717612624168396,2.021942138671875
6.325806999,0.13596849143505096,0.38699954748153687,2.021493911743164
6.361489109,0.136882483959198,0.3872097432613373,2.020679235458374
6.39372777,0.13761653006076813,0.3874819576740265,2.02012038230896
6.425881304,0.13817204535007477,0.38783517479896545,2.0197947025299072
6.461270147,0.13958224654197693,0.39025309681892395,2.0198731422424316
6.493907862,0.14102023839950562,0.3930772542953491,2.020212411880493
6.526792102,0.14226245880126953,0.39574047923088074,2.0206820964813232
6.561940318,0.14332950115203857,0.39824771881103516,2.0212788581848145
6.593666747,0.1449396014213562,0.40071186423301697,2.0211362838745117
6.626148839,0.14662380516529083,0.4030393660068512,2.020906925201416
6.661627301,0.14844787120819092,0.40581128001213074,2.0208804607391357
6.693837699,0.1499311774969101,0.4072159230709076,2.0208444595336914
6.725980299,0.15184371173381805,0.4065704941749573,2.0204100608825684
6.76241196,0.15348291397094727,0.4060945510864258,2.020188808441162
6.793779101,0.1549055278301239,0.40576401352882385,2.0201549530029297
6.826699067,0.15654461085796356,0.40476033091545105,2.0200998783111572
6.861136807,0.15981081128120422,0.40083539485931396,2.019597291946411
6.89375013,0.1621094048023224,0.39810025691986084,2.0194315910339355
6.925950981,0.16415949165821075,0.39568474888801575,2.019453763961792
6.961641088,0.16644318401813507,0.39304932951927185,2.01979923248291
6.993683273,0.16893208026885986,0.3901968002319336,2.020413875579834
7.02598018,0.17123958468437195,0.38769808411598206,2.021132707595825
7.061120262,0.17388632893562317,0.3850187659263611,2.0221595764160156
7.093694234,0.1753530353307724,0.3800632059574127,2.0192198753356934
7.126291576,0.1766776144504547,0.37557339668273926,2.016732692718506
7.161660984,0.17787282168865204,0.37153929471969604,2.0146448612213135
7.193660223,0.17896202206611633,0.36796799302101135,2.0129165649414062
7.226298696,0.18054676055908203,0.36482951045036316,2.0080149173736572
7.261530194,0.18233966827392578,0.3614281117916107,2.00276255607605
7.293658629,0.18358838558197021,0.3590518534183502,1.9991871118545532
7.325958194,0.18405567109584808,0.35666486620903015,1.9958536624908447
7.361518698,0.18279431760311127,0.35362040996551514,1.9922529458999634
7.394067424,0.18166010081768036,0.35088956356048584,1.9891514778137207
7.427912561,0.18059246242046356,0.34845873713493347,1.9864863157272339
7.462118466,0.17915523052215576,0.3462793529033661,1.9825340509414673
7.493976968,0.1780032217502594,0.34498289227485657,1.9792852401733398
7.526785993,0.17694412171840668,0.3438974916934967,1.9764983654022217
7.561743668,0.17594993114471436,0.34298527240753174,1.9741122722625732
7.593345756,0.17543990910053253,0.3411555290222168,1.9726574420928955
7.625942821,0.17505024373531342,0.33925023674964905,1.9716477394104004
7.661973453,0.17451900243759155,0.33722519874572754,1.970710039138794
7.693740975,0.17404304444789886,0.33619970083236694,1.9693952798843384
7.726627263,0.1735571026802063,0.33631521463394165,1.966078281402588
7.761793739,0.17308881878852844,0.33651217818260193,1.9632084369659424
7.793710155,0.17261725664138794,0.33676570653915405,1.960769534111023
7.826418593,0.17193229496479034,0.3368103802204132,1.958173155784607
7.862063815,0.1703057736158371,0.3359651565551758,1.9536168575286865
7.893746869,0.1691206842660904,0.33545616269111633,1.9505130052566528
7.926333415,0.16797775030136108,0.3350641131401062,1.9478394985198975
7.961586796,0.16647374629974365,0.3341936469078064,1.9455374479293823
7.993709657,0.16470570862293243,0.3329165279865265,1.9435982704162598
8.027408525,0.16293425858020782,0.3318394422531128,1.941950798034668
8.061811781,0.1608828455209732,0.3307015001773834,1.9402633905410767
8.093830303,0.15906818211078644,0.3276181221008301,1.9386674165725708
8.126255098,0.15738900005817413,0.3248192071914673,1.9373342990875244
8.161815372,0.1558915078639984,0.32227569818496704,1.9362157583236694
8.194171595,0.15452516078948975,0.31995880603790283,1.9353256225585938
8.225865774,0.15374255180358887,0.3187802731990814,1.9333791732788086
8.261361334,0.15283776819705963,0.3175077438354492,1.931357502937317
8.293560951,0.15222372114658356,0.31668439507484436,1.9300377368927002
8.326394944,0.15212862193584442,0.3165896534919739,1.9283519983291626
8.361615315,0.1533704251050949,0.3182949721813202,1.925191879272461
8.394062188,0.1545364111661911,0.31990858912467957,1.92247474193573
8.425992044,0.1556503176689148,0.3213958442211151,1.9201250076293945
8.461477575,0.15734213590621948,0.3241141736507416,1.9184331893920898
8.493759944,0.1587483286857605,0.3266751766204834,1.9177367687225342
8.526110698,0.16005858778953552,0.3290462791919708,1.9172110557556152
8.561558813,0.16130226850509644,0.3312318027019501,1.9168148040771484
8.592898391,0.161359503865242,0.3325825333595276,1.917486548423767
8.625492773,0.16109409928321838,0.3336622714996338,1.9184787273406982
8.660955127,0.1607854664325714,0.3349243402481079,1.9197279214859009
8.693605853,0.16054390370845795,0.3356625735759735,1.921310305595398
8.726535887,0.16013912856578827,0.3359183073043823,1.9244667291641235
8.761811749,0.15981163084506989,0.33619675040245056,1.9274014234542847
8.793432464,0.15956874191761017,0.33646875619888306,1.9301573038101196
8.825817064,0.15962359309196472,0.3364565074443817,1.9329092502593994
8.861436728,0.16051970422267914,0.33534228801727295,1.9367154836654663
8.893751039,0.1611866056919098,0.3345467150211334,1.9395513534545898
8.9258096,0.16183845698833466,0.3338060677051544,1.942219614982605
8.961661452,0.16268502175807953,0.33332914113998413,1.943703055381775
8.993544241,0.1636641025543213,0.33319994807243347,1.9441884756088257
9.02597089,0.1645602285861969,0.3332080841064453,1.9447273015975952
9.06152474,0.16563943028450012,0.33327364921569824,1.9454649686813354
9.093632677,0.16648933291435242,0.3333217203617096,1.9466854333877563
9.125932288,0.16730032861232758,0.3333931863307953,1.9478908777236938
9.161838353,0.1680767834186554,0.3334845304489136,1.9490718841552734
9.193728698,0.168817400932312,0.3335457444190979,1.9502472877502441
9.228286732,0.17055033147335052,0.33310481905937195,1.953207015991211
9.261288242,0.17263537645339966,0.3326165974140167,1.9566493034362793
9.29387358,0.17428915202617645,0.33236050605773926,1.9592199325561523
9.326065546,0.17575258016586304,0.33195367455482483,1.9610497951507568
9.361900348,0.17678968608379364,0.33115020394325256,1.9611103534698486
9.394435621,0.17785073816776276,0.3303810656070709,1.9612815380096436
9.425662384,0.17896853387355804,0.3296830952167511,1.9615384340286255
9.461692671,0.1802901327610016,0.3285957872867584,1.9617820978164673
9.493583643,0.18134716153144836,0.3276667892932892,1.9619697332382202
9.526018428,0.18243162333965302,0.32679393887519836,1.962227702140808
9.561654529,0.18345502018928528,0.32592567801475525,1.9625380039215088
9.593858144,0.18438759446144104,0.32577264308929443,1.9613691568374634
9.625991117,0.185336634516716,0.32583582401275635,1.9599045515060425
9.661650511,0.18658506870269775,0.3258892297744751,1.9583756923675537
9.693701997,0.1877249777317047,0.32580992579460144,1.9578111171722412
9.72618733,0.18918561935424805,0.325517475605011,1.95862877368927
9.761578728,0.19065746665000916,0.32522743940353394,1.959418773651123
9.793559784,0.19214117527008057,0.3249364197254181,1.9601942300796509
9.827653038,0.1931774616241455,0.32439249753952026,1.9611960649490356
9.861724992,0.19290775060653687,0.3228060305118561,1.963263750076294
9.894228996,0.19285574555397034,0.32161039113998413,1.9648091793060303
9.926408061,0.19292360544204712,0.3204578757286072,1.9662683010101318
9.961687334,0.1928284615278244,0.3197809159755707,1.9679245948791504
9.993911723,0.19262517988681793,0.31960079073905945,1.9697571992874146
10.02603512,0.1925579160451889,0.3193931579589844,1.9714866876602173
10.061592858,0.19264498353004456,0.31911757588386536,1.9735180139541626
10.094753662,0.19427341222763062,0.3174293041229248,1.9733271598815918
10.12617437,0.19584444165229797,0.3158213198184967,1.9732311964035034
10.161778243,0.19740717113018036,0.3143102526664734,1.9732109308242798
10.193836708,0.19897684454917908,0.3128853738307953,1.973262071609497
10.226199398,0.19929669797420502,0.31134676933288574,1.9715933799743652
10.261656509,0.19990870356559753,0.3095133900642395,1.969820261001587
10.294100316,0.20051366090774536,0.30813148617744446,1.9686250686645508
10.325944226,0.2011074274778366,0.3070540130138397,1.9669464826583862
10.361975586,0.2014872133731842,0.3067677915096283,1.9635955095291138
10.39358571,0.20198048651218414,0.3064664602279663,1.9606428146362305
10.427436356,0.20260341465473175,0.30615538358688354,1.9580295085906982
10.462003286,0.20212386548519135,0.305815726518631,1.95365309715271
10.493772829,0.20122170448303223,0.3055492639541626,1.9498240947723389
10.526486903,0.20050658285617828,0.3052377700805664,1.9464285373687744
10.56171317,0.19992372393608093,0.30488985776901245,1.9433971643447876
10.593556089,0.19809237122535706,0.30518287420272827,1.941836953163147
10.626291975,0.19605772197246552,0.3056522309780121,1.9408166408538818
10.66207107,0.1938966065645218,0.3060731291770935,1.939734697341919
10.69368808,0.19209273159503937,0.3063827455043793,1.9382829666137695
10.726327119,0.18931487202644348,0.30681169033050537,1.934945821762085
10.761863693,0.18683721125125885,0.30709078907966614,1.9319543838500977
10.793778756,0.18466031551361084,0.3072717785835266,1.929308295249939
10.825794575,0.18279889225959778,0.30800628662109375,1.9270411729812622
10.861773327,0.1809198558330536,0.3107779026031494,1.9248931407928467
10.893543149,0.17965254187583923,0.3127046823501587,1.923405647277832
10.926947157,0.17858032882213593,0.314413845539093,1.9221073389053345
10.96215578,0.1776479333639145,0.3149726390838623,1.920966625213623
10.993394726,0.17685967683792114,0.31452757120132446,1.9199934005737305
11.026176692,0.17625842988491058,0.31407982110977173,1.919136643409729
11.061836494,0.17575345933437347,0.31350430846214294,1.918218731880188
11.093676452,0.17423966526985168,0.3148690462112427,1.9159696102142334
11.126128309,0.17299547791481018,0.31606048345565796,1.9139838218688965
11.16169838,0.17196251451969147,0.317098468542099,1.912206768989563
11.193601641,0.17108821868896484,0.31800830364227295,1.9106560945510864
11.227094498,0.1695198118686676,0.3157913088798523,1.9072990417480469
11.261817169,0.16794300079345703,0.31336164474487305,1.903610348701477
11.293584077,0.16694805026054382,0.31156036257743835,1.901026725769043
11.326017448,0.1661442071199417,0.3099125027656555,1.8995262384414673
11.361702969,0.16540591418743134,0.3085485100746155,1.9004379510879517
11.394835882,0.16488832235336304,0.30713164806365967,1.9013087749481201
11.426408151,0.16454492509365082,0.3057800829410553,1.9021254777908325
11.4609964,0.16436946392059326,0.30568671226501465,1.90486741065979
11.493085486,0.16440922021865845,0.3063160479068756,1.90776789188385
11.526232778,0.1645582765340805,0.306795597076416,1.9104307889938354
11.561616839,0.16482457518577576,0.3071597218513489,1.9128665924072266
11.593623542,0.16399069130420685,0.30769670009613037,1.9137319326400757
11.625501433,0.16297096014022827,0.3082045018672943,1.9141042232513428
11.661574743,0.1619940549135208,0.3086487948894501,1.9145574569702148
11.693977461,0.16175879538059235,0.3092421293258667,1.9144407510757446
11.726201946,0.1626354157924652,0.31075146794319153,1.9130321741104126
11.761759889,0.16358605027198792,0.3120354115962982,1.911778450012207
11.793764769,0.1645880788564682,0.3131224811077118,1.910697340965271
11.825747143,0.16559208929538727,0.3146570324897766,1.9098551273345947
11.861883995,0.16673532128334045,0.31857651472091675,1.909329891204834
11.893563727,0.16771680116653442,0.32130885124206543,1.9089841842651367
11.926146739,0.168777734041214,0.32371458411216736,1.908699870109558
11.961617134,0.16916710138320923,0.32515937089920044,1.9073058366775513
11.993649949,0.16908268630504608,0.32580891251564026,1.9050849676132202
12.026581481,0.16946913301944733,0.32628652453422546,1.903264045715332
12.061590455,0.1707627922296524,0.3266703188419342,1.901620626449585
12.093934702,0.17140862345695496,0.32840120792388916,1.9007880687713623
12.125788497,0.17290525138378143,0.32989588379859924,1.9004451036453247
12.161682352,0.17533257603645325,0.33112478256225586,1.9005539417266846
12.193664267,0.1787077933549881,0.33216437697410583,1.9011480808258057
12.226029453,0.18276651203632355,0.33168911933898926,1.9029535055160522
12.261588575,0.18931682407855988,0.3310796320438385,1.905656337738037
12.293914391,0.19576235115528107,0.3306114673614502,1.908130168914795
12.326093192,0.20305278897285461,0.3306390643119812,1.9108836650848389
12.361393206,0.21066027879714966,0.3321145176887512,1.9139641523361206
12.393581169,0.21954314410686493,0.33345064520835876,1.9170770645141602
12.426115147,0.22975634038448334,0.3346561789512634,1.9200600385665894
12.461896835,0.24348008632659912,0.3364255428314209,1.9234133958816528
12.49385477,0.25561222434043884,0.33784908056259155,1.9256649017333984
12.526711329,0.2693360149860382,0.33897143602371216,1.927259087562561
12.561832363,0.28471434116363525,0.3396402597427368,1.9281706809997559
12.593622755,0.2986871898174286,0.33805179595947266,1.9296352863311768
12.626084948,0.3136547803878784,0.3349361717700958,1.9304810762405396
12.661761063,0.33522969484329224,0.3290499746799469,1.92970609664917
12.693649998,0.35472455620765686,0.32282158732414246,1.9277849197387695
12.727170282,0.37645992636680603,0.3158724904060364,1.9252824783325195
12.761217248,0.3993697166442871,0.30853429436683655,1.9193012714385986
12.793693411,0.41937384009361267,0.30499228835105896,1.9170788526535034
12.826159102,0.4248487651348114,0.3144937753677368,1.9352428913116455
12.861819282,0.41736266016960144,0.3244825005531311,1.9672311544418335
12.893704707,0.41381269693374634,0.3292675316333771,1.984189510345459
12.92593725,0.4114026725292206,0.33102768659591675,1.9942656755447388
12.961962799,0.41068288683891296,0.324947714805603,1.9994133710861206
12.993835765,0.41360151767730713,0.3134654462337494,2.003408908843994
13.02627215,0.4201776683330536,0.3025493919849396,2.0064237117767334
